datetime;Eólica;Hidráulica;Nuclear;Solar fotovoltaica;Solar térmica;Térmica renovable;Demanda real;Mercado SPOT
2023-05-03T19:00:00+02:00;11499.50;1630.00;5048.17;5059.42;1053.83;474.75;26723.91667;80.01
2023-05-03T20:00:00+02:00;11301.75;4242.42;5050.25;1532.00;782.75;504.33;27800;117.84
2023-05-03T21:00:00+02:00;10844.25;4489.67;5050.92;117.17;442.25;495.33;28772.83333;122.99
2023-05-03T22:00:00+02:00;11219.75;4214.08;5051.33;83.50;356.67;489.92;27011.25;115.69
2023-05-03T23:00:00+02:00;12093.25;2775.58;5053.83;68.50;251.42;502.42;24549;85.49
2023-05-04T00:00:00+02:00;0.00;1546.42;5056.33;25.33;200.92;498.33;23090.66667;86
2023-05-04T01:00:00+02:00;0.00;1110.83;5057.83;20.58;182.25;498.00;21940.75;79.61
2023-05-04T02:00:00+02:00;0.00;1042.42;5059.00;20.42;74.75;484.33;21172.83333;79.81
2023-05-04T03:00:00+02:00;9632.08;1157.00;5060.00;18.83;18.33;476.50;20823.33333;79.61
2023-05-04T04:00:00+02:00;9368.33;1307.83;5058.75;18.75;9.00;493.50;20883.25;80.01
2023-05-04T05:00:00+02:00;8462.42;1573.83;5061.08;18.58;9.08;494.08;21339.91667;82.2
2023-05-04T06:00:00+02:00;7873.33;3372.08;5060.33;18.92;9.08;497.67;23208.5;100.68
2023-05-04T07:00:00+02:00;7324.75;4433.42;5057.50;441.42;8.92;500.75;25419.75;115.09
2023-05-04T08:00:00+02:00;6065.83;4985.58;5060.58;3987.42;10.00;506.50;26505.41667;119.9
2023-05-04T09:00:00+02:00;5162.17;3610.92;5046.42;8318.33;226.33;505.17;26454.41667;104.42
2023-05-04T10:00:00+02:00;4880.83;3350.92;5028.83;10821.75;630.00;478.42;26354.83333;90
2023-05-04T11:00:00+02:00;5037.08;1817.75;5026.67;0.00;767.17;473.25;26180.91667;79.6
2023-05-04T12:00:00+02:00;5320.42;-2.00;5021.83;0.00;1041.17;467.50;26771.33333;71.07
2023-05-04T13:00:00+02:00;5365.33;-734.83;5035.08;0.00;1337.50;464.25;26826.66667;62.27
2023-05-04T14:00:00+02:00;5299.17;-1684.25;5048.08;0.00;1459.67;465.83;26401.58333;59.79
2023-05-04T15:00:00+02:00;5684.33;-1901.83;5047.08;0.00;1480.08;463.25;25917.33333;65.14
2023-05-04T16:00:00+02:00;6373.25;-1290.33;5049.58;13253.00;1678.25;463.00;25864.66667;69.22
2023-05-04T17:00:00+02:00;6883.00;-633.17;5050.33;0.00;1674.17;471.25;26193.08333;75.73
2023-05-04T18:00:00+02:00;6693.08;802.58;5046.42;11249.75;1695.67;468.33;26367.5;80.61
2023-05-04T19:00:00+02:00;6321.17;2707.67;5049.50;7708.42;1680.83;501.33;26819.25;108
2023-05-04T20:00:00+02:00;5809.33;4994.75;5051.25;2203.42;1121.25;509.92;27497.16667;115.52
2023-05-04T21:00:00+02:00;5773.25;6714.42;5052.08;185.17;610.00;510.08;28656.33333;128.58
2023-05-04T22:00:00+02:00;5813.92;6750.42;5053.17;103.83;446.17;508.75;26835;121.63
2023-05-04T23:00:00+02:00;5472.33;5571.67;5055.08;97.83;396.17;504.92;24427.25;115.09
2023-05-05T00:00:00+02:00;5177.08;4239.17;5055.17;96.00;374.83;503.25;23000.66667;110.39
2023-05-05T01:00:00+02:00;4785.42;3089.08;5054.83;95.75;367.50;504.83;22028.16667;104.09
2023-05-05T02:00:00+02:00;4431.83;2583.17;5056.25;95.67;343.58;505.92;20921.5;101.38
2023-05-05T03:00:00+02:00;4277.67;2539.00;5057.50;95.58;305.75;505.08;20770.83333;101.38
2023-05-05T04:00:00+02:00;4216.08;2939.33;5057.17;95.08;172.83;504.08;20563.75;94
2023-05-05T05:00:00+02:00;3952.42;3374.83;5059.50;95.50;76.08;504.17;21203.41667;101.38
2023-05-05T06:00:00+02:00;3660.25;4352.42;5058.58;95.58;33.25;503.08;23206;110.9
2023-05-05T07:00:00+02:00;3450.00;5062.17;5061.25;560.25;23.58;514.92;25582.16667;114.87
2023-05-05T08:00:00+02:00;2981.17;5445.00;5060.75;4867.00;32.58;522.42;26656.91667;112.58
2023-05-05T09:00:00+02:00;2543.58;4085.25;5059.67;0.00;783.17;524.83;26939.16667;102.61
2023-05-05T10:00:00+02:00;2517.50;1342.33;5059.42;0.00;1805.25;497.50;26944.66667;95.89
2023-05-05T11:00:00+02:00;2721.83;559.25;5052.67;0.00;1897.75;497.75;26883.75;91.03
2023-05-05T12:00:00+02:00;3079.50;192.92;5049.75;0.00;1891.50;500.75;27068.91667;84.99
2023-05-05T13:00:00+02:00;3407.42;17.75;5049.42;15574.00;1958.42;501.00;27268.91667;82
2023-05-05T14:00:00+02:00;3621.50;-703.25;5046.25;0.00;1969.00;490.00;26689.08333;78.9
2023-05-05T15:00:00+02:00;3865.58;-918.25;5041.58;0.00;1972.75;485.33;26069.16667;80
2023-05-05T16:00:00+02:00;4285.58;-690.08;5036.33;14339.00;1959.75;474.92;25727.75;75.43
2023-05-05T17:00:00+02:00;4472.17;329.33;5032.42;13006.50;1897.67;490.25;25910.5;82
2023-05-05T18:00:00+02:00;4261.17;755.17;5035.25;11441.25;1878.50;487.67;26261.08333;101.38
2023-05-05T19:00:00+02:00;4124.75;2758.42;5038.75;7249.25;1683.75;514.75;26492.91667;111.05
2023-05-05T20:00:00+02:00;3912.50;4958.17;5039.83;2179.33;1111.75;525.25;26871.33333;130
2023-05-05T21:00:00+02:00;3929.83;6720.83;5041.83;197.75;685.17;527.83;27661.75;127.05
2023-05-05T22:00:00+02:00;4209.17;6584.00;5042.83;130.17;561.42;523.42;26191.66667;115.56
2023-05-05T23:00:00+02:00;4465.75;5685.33;5045.50;118.00;557.83;519.33;24029.33333;110.9
2023-05-06T00:00:00+02:00;4437.58;4169.58;5046.00;96.42;554.83;520.83;23011.25;118.71
2023-05-06T01:00:00+02:00;4469.17;3207.25;5047.75;96.75;560.58;521.00;21753.33333;116
2023-05-06T02:00:00+02:00;4672.83;2170.75;5051.25;96.58;563.83;517.33;20665.91667;107.98
2023-05-06T03:00:00+02:00;4684.25;1920.00;5052.92;96.75;551.33;515.17;20055.25;100
2023-05-06T04:00:00+02:00;4520.00;1741.92;5051.67;96.92;530.67;520.75;19650.41667;100.7
2023-05-06T05:00:00+02:00;4008.67;1742.92;5054.25;96.58;361.75;521.08;19557.66667;107.98
2023-05-06T06:00:00+02:00;3421.75;2145.25;5055.08;96.92;263.75;521.00;20084.08333;110
2023-05-06T07:00:00+02:00;3084.08;2417.67;5055.42;563.83;189.17;519.17;20444.5;108.95
2023-05-06T08:00:00+02:00;2805.25;2287.33;5056.83;4550.83;187.83;511.67;21574.08333;95.13
2023-05-06T09:00:00+02:00;2199.33;1419.92;5053.25;9890.08;771.67;488.08;22612.08333;93.28
2023-05-06T10:00:00+02:00;1908.25;393.08;5052.58;0.00;1589.75;486.92;23476.5;82.53
2023-05-06T11:00:00+02:00;2090.67;195.50;5049.58;13832.00;1712.58;474.17;23276.91667;74.42
2023-05-06T12:00:00+02:00;2743.58;-702.50;5044.42;14521.75;1773.25;473.00;23218.41667;71.61
2023-05-06T13:00:00+02:00;3134.00;-1892.42;5041.33;0.00;1780.50;457.42;23183.91667;55.8
2023-05-06T14:00:00+02:00;3934.83;-2090.67;5037.83;0.00;1724.75;454.17;22799.41667;50
2023-05-06T15:00:00+02:00;4286.08;-1915.42;5037.33;0.00;1670.58;454.92;22117.33333;63.16
2023-05-06T16:00:00+02:00;4927.75;-1728.17;5036.33;12472.25;1621.25;454.08;21564.5;50
2023-05-06T17:00:00+02:00;5584.67;-1296.75;5033.83;0.00;1649.17;454.92;21697.41667;58
2023-05-06T18:00:00+02:00;6260.92;-348.75;5033.83;9384.42;1792.25;479.75;22338.58333;72.01
2023-05-06T19:00:00+02:00;6437.75;1493.83;5034.67;5999.00;1514.25;490.25;22919.33333;102.19
2023-05-06T20:00:00+02:00;6585.67;3248.33;5045.92;2055.00;1081.00;520.33;23575.83333;112.07
2023-05-06T21:00:00+02:00;6075.50;4910.00;5051.67;233.92;687.83;528.50;25113.58333;118.77
2023-05-06T22:00:00+02:00;6379.25;4645.17;5052.67;178.17;585.42;519.17;24174.83333;115
2023-05-06T23:00:00+02:00;7190.00;3281.92;5053.75;177.00;581.58;511.50;22579;109.94
2023-05-07T00:00:00+02:00;6320.33;2825.75;5056.42;177.00;573.75;516.42;21029.16667;106.78
2023-05-07T01:00:00+02:00;5504.42;2776.17;5058.50;177.00;569.17;491.75;19655.91667;95.02
2023-05-07T02:00:00+02:00;5617.42;2119.75;5056.17;174.00;564.00;483.58;18819.08333;90
2023-05-07T03:00:00+02:00;5754.50;1891.50;5056.50;174.00;563.58;483.00;18287.5;84.3
2023-05-07T04:00:00+02:00;5728.17;1762.25;5053.67;174.00;523.08;482.08;18044.25;83.71
2023-05-07T05:00:00+02:00;5939.50;1784.25;5055.92;173.58;404.58;482.00;18034;84.86
2023-05-07T06:00:00+02:00;5934.75;1874.33;5057.58;174.00;270.83;482.92;18321.08333;85.08
2023-05-07T07:00:00+02:00;5610.92;1844.92;5056.08;545.25;236.25;483.92;18269.25;82.48
2023-05-07T08:00:00+02:00;4901.83;1174.67;5055.92;4470.92;252.42;485.83;18995.08333;77.51
2023-05-07T09:00:00+02:00;4513.42;-117.75;5056.00;10256.75;908.67;459.42;20426;57.01
2023-05-07T10:00:00+02:00;3757.50;-1087.08;5057.00;0.00;1865.00;414.83;21385;30
2023-05-07T11:00:00+02:00;3173.42;-1129.83;5052.25;0.00;2051.33;413.75;21568.83333;25
2023-05-07T12:00:00+02:00;2869.58;-1235.00;5050.50;0.00;2044.08;392.92;21718.91667;25
2023-05-07T13:00:00+02:00;2732.17;-1101.42;5050.75;14388.25;2037.92;391.00;21970.58333;25
2023-05-07T14:00:00+02:00;3277.58;-1620.92;5051.42;0.00;1991.00;387.58;21452.33333;25
2023-05-07T15:00:00+02:00;4260.83;-2025.92;5047.75;0.00;1910.25;389.17;20500.33333;10.1
2023-05-07T16:00:00+02:00;5170.08;-2446.33;5045.83;0.00;1941.67;389.00;20203.83333;4.17
2023-05-07T17:00:00+02:00;5900.33;-2390.75;5043.50;0.00;1913.00;389.00;20445.75;5
2023-05-07T18:00:00+02:00;6426.67;-1533.75;5046.67;10045.25;1790.92;420.17;20971.83333;20
2023-05-07T19:00:00+02:00;6614.67;928.33;5048.92;6691.25;1600.83;464.25;21909.5;74.99
2023-05-07T20:00:00+02:00;6762.58;3787.08;5046.75;2100.83;1166.58;506.08;22886;107.43
2023-05-07T21:00:00+02:00;6276.92;4495.33;5047.00;260.25;763.42;519.92;24699.41667;111
2023-05-07T22:00:00+02:00;6023.58;4585.50;5047.67;199.58;676.67;516.08;24352.25;115.5
2023-05-07T23:00:00+02:00;5647.83;3993.92;5053.00;172.50;671.67;504.92;22591.58333;100
2023-05-08T00:00:00+02:00;5513.08;3168.08;5055.58;156.33;670.92;507.92;21081.66667;107
2023-05-08T01:00:00+02:00;5317.83;2477.92;5053.58;156.58;655.42;492.75;19917.41667;88.58
2023-05-08T02:00:00+02:00;5112.17;2006.42;5054.58;156.58;650.92;485.50;19249.58333;87.23
2023-05-08T03:00:00+02:00;4859.08;1731.33;5055.25;156.42;648.92;483.17;18958.33333;84.01
2023-05-08T04:00:00+02:00;4336.42;1825.25;5055.42;155.33;582.67;485.75;18918.33333;84.16
2023-05-08T05:00:00+02:00;4022.75;2624.42;5058.83;153.50;470.67;512.25;19606.25;103.64
2023-05-08T06:00:00+02:00;3676.42;4240.50;5062.17;154.25;337.67;521.42;21994.58333;117.09
2023-05-08T07:00:00+02:00;3319.33;5332.17;5063.67;743.67;256.17;520.17;24458.25;120
2023-05-08T08:00:00+02:00;2969.08;4384.92;5063.58;4930.50;253.33;523.75;25835.41667;115
2023-05-08T09:00:00+02:00;3203.08;1991.92;5065.42;0.00;908.33;494.58;26228.83333;100.01
2023-05-08T10:00:00+02:00;3718.75;1201.08;5063.92;0.00;1550.83;459.00;26198.08333;92.04
2023-05-08T11:00:00+02:00;3930.75;1157.75;5060.00;13362.50;1651.17;451.42;26317.25;83.49
2023-05-08T12:00:00+02:00;4107.83;1816.92;5055.25;0.00;1414.00;451.00;26589.83333;83
2023-05-08T13:00:00+02:00;4396.67;1878.50;5052.75;0.00;1234.83;451.92;26902.83333;83.71
2023-05-08T14:00:00+02:00;4758.42;1158.33;5051.00;0.00;1299.00;457.50;26666.33333;77.99
2023-05-08T15:00:00+02:00;5216.92;934.33;5050.17;13289.00;1374.67;451.58;26234.83333;78
2023-05-08T16:00:00+02:00;5281.25;1170.33;5049.00;0.00;1539.17;435.75;26170.5;78.91
2023-05-08T17:00:00+02:00;6089.08;1148.00;5046.08;0.00;1657.08;431.25;26149.41667;82.51
2023-05-08T18:00:00+02:00;6184.08;1559.83;5044.00;0.00;1547.92;456.33;26333.83333;83.69
2023-05-08T19:00:00+02:00;6371.25;3351.92;5045.42;6224.17;1306.75;477.92;27013.25;110.68
2023-05-08T20:00:00+02:00;5716.75;5222.67;5046.67;1963.33;935.58;519.92;27900.58333;122.76
2023-05-08T21:00:00+02:00;5166.67;5938.75;5052.50;377.75;700.33;524.83;28951.16667;126.14
2023-05-08T22:00:00+02:00;5597.92;5661.50;5055.92;306.33;660.08;520.42;26879.16667;120
2023-05-08T23:00:00+02:00;5972.58;4916.25;5054.33;296.58;620.92;509.25;24431.75;110.68
2023-05-09T00:00:00+02:00;5802.83;3625.50;5055.42;293.08;547.92;494.00;23165.41667;105.59
2023-05-09T01:00:00+02:00;5092.25;2822.50;5056.08;293.00;494.42;489.33;22045.16667;97.76
2023-05-09T02:00:00+02:00;4532.25;2258.92;5056.75;293.00;446.00;486.25;21218.83333;95
2023-05-09T03:00:00+02:00;4062.08;2354.92;5055.17;293.00;348.92;488.75;20951.33333;96.09
2023-05-09T04:00:00+02:00;3865.17;2253.83;5061.75;291.33;246.17;489.92;20706.16667;94
2023-05-09T05:00:00+02:00;3968.00;2268.33;5057.58;291.25;206.67;495.50;21151.83333;105
2023-05-09T06:00:00+02:00;4115.75;3717.67;5058.83;231.50;118.67;501.50;23007.91667;111.58
2023-05-09T07:00:00+02:00;3972.75;5747.08;5058.92;453.83;104.17;502.92;25227.66667;121
2023-05-09T08:00:00+02:00;3838.75;5554.75;5062.00;4281.83;116.25;514.00;26778.75;117.88
2023-05-09T09:00:00+02:00;3836.92;3698.08;5057.75;9070.83;697.58;508.58;27137.25;107.54
2023-05-09T10:00:00+02:00;4236.50;1605.50;5053.75;12040.00;1507.67;487.83;27467.66667;99.76
2023-05-09T11:00:00+02:00;4871.50;969.83;5053.75;0.00;1678.67;472.25;27398.58333;105.59
2023-05-09T12:00:00+02:00;6437.67;-554.67;5050.00;13956.25;1686.92;469.92;27620.08333;103.18
2023-05-09T13:00:00+02:00;7708.67;-1485.67;5046.50;0.00;1723.50;451.08;27702.66667;77.99
2023-05-09T14:00:00+02:00;8839.83;-2053.17;5041.67;0.00;1909.92;430.75;27294.5;71.41
2023-05-09T15:00:00+02:00;8936.08;-2573.33;5041.67;12930.75;1928.75;432.42;26825.83333;45
2023-05-09T16:00:00+02:00;9752.25;-2662.08;5040.75;12205.00;1858.83;432.33;26831.25;35
2023-05-09T17:00:00+02:00;11211.00;-2689.50;5040.17;11606.75;1634.92;439.33;26925.75;35
2023-05-09T18:00:00+02:00;12014.00;-2400.08;5039.25;0.00;1490.17;447.33;26892.08333;43.71
2023-05-09T19:00:00+02:00;0.00;-519.08;5041.67;6558.42;1652.92;470.92;27507.25;72.01
2023-05-09T20:00:00+02:00;12993.50;2822.50;5044.42;1936.92;1161.17;516.75;28128.75;101.91
2023-05-09T21:00:00+02:00;11937.00;4505.33;5046.17;181.08;717.00;530.50;28739.75;110.99
2023-05-09T22:00:00+02:00;11376.00;4061.17;5050.00;106.00;613.50;516.33;26692.91667;104.67
2023-05-09T23:00:00+02:00;0.00;3616.67;5053.75;105.00;603.50;495.75;24447.5;89.93
2023-05-10T00:00:00+02:00;9319.08;3559.58;5058.17;105.00;613.00;494.50;23155.83333;95
2023-05-10T01:00:00+02:00;8477.25;3093.33;5059.50;105.00;556.83;522.75;22046.41667;90.09
2023-05-10T02:00:00+02:00;7933.83;2829.25;5059.08;105.00;526.50;501.92;21170.25;88.38
2023-05-10T03:00:00+02:00;7567.92;2551.58;5061.17;104.92;460.75;497.33;20772.25;86.19
2023-05-10T04:00:00+02:00;7153.75;2287.67;5060.83;104.17;305.75;500.67;20775.16667;81.77
2023-05-10T05:00:00+02:00;6963.67;2358.75;5063.08;104.33;239.25;496.42;20999.58333;81.01
2023-05-10T06:00:00+02:00;6845.17;3792.33;5060.92;105.00;159.17;498.75;23050.58333;88.8
2023-05-10T07:00:00+02:00;6935.83;4810.33;5062.42;697.00;100.25;498.33;25271.41667;104.28
2023-05-10T08:00:00+02:00;6673.33;4584.00;5061.00;5039.42;104.25;506.33;26479.16667;105
2023-05-10T09:00:00+02:00;6896.42;2536.25;5061.25;0.00;938.25;503.75;26746.08333;84
2023-05-10T10:00:00+02:00;7230.00;913.50;5063.00;13498.75;1883.00;461.33;26957.33333;70.42
2023-05-10T11:00:00+02:00;7333.50;-265.83;5062.83;14547.25;2064.42;451.42;26795.16667;69.61
2023-05-10T12:00:00+02:00;7028.00;-678.08;5063.08;0.00;2041.25;446.17;26946.33333;69.16
2023-05-10T13:00:00+02:00;7235.75;-689.50;5064.00;15306.50;2023.58;431.42;27015.58333;68.91
2023-05-10T14:00:00+02:00;7437.42;-1059.92;5059.75;15076.00;2006.33;424.92;26504.58333;60
2023-05-10T15:00:00+02:00;7438.42;-1581.83;5055.92;14913.00;1950.17;418.08;26167.75;45.21
2023-05-10T16:00:00+02:00;7706.75;-1792.17;5056.42;14137.25;1881.92;416.92;25822.33333;45.1
2023-05-10T17:00:00+02:00;8335.83;-1508.17;5057.00;13020.50;1715.67;427.92;26087.66667;49
2023-05-10T18:00:00+02:00;9179.67;-646.58;5057.33;0.00;1429.17;428.42;26327.75;68
2023-05-10T19:00:00+02:00;9793.50;1934.08;5056.75;7316.50;1144.42;485.17;27157.91667;77.62
2023-05-10T20:00:00+02:00;10251.00;4679.83;5058.50;2935.00;935.92;503.92;28233.08333;105.46
2023-05-10T21:00:00+02:00;0.00;6081.42;5055.58;840.92;685.25;515.25;29051.08333;129
2023-05-10T22:00:00+02:00;0.00;5122.92;5055.00;40.58;602.25;536.00;26585.16667;115.32
2023-05-10T23:00:00+02:00;0.00;3862.42;5057.92;23.42;593.92;526.92;24076.75;109.11
2023-05-11T00:00:00+02:00;0.00;3258.58;5059.08;19.33;590.50;519.58;22924.41667;100
2023-05-11T01:00:00+02:00;9780.58;2674.33;5059.25;18.17;538.92;516.25;21681.91667;96.94
2023-05-11T02:00:00+02:00;9175.42;2792.83;5057.00;18.42;487.25;519.67;20870.58333;96
2023-05-11T03:00:00+02:00;8699.00;2099.33;5058.92;18.58;439.92;516.33;20508.66667;84.17
2023-05-11T04:00:00+02:00;8507.83;1942.42;5059.17;18.33;400.83;516.92;20364.75;82
2023-05-11T05:00:00+02:00;8194.75;2089.08;5062.42;18.42;211.33;517.00;20671.25;88.51
2023-05-11T06:00:00+02:00;7995.33;3242.08;5061.25;18.83;132.67;519.92;22738.33333;97.76
2023-05-11T07:00:00+02:00;7661.83;4985.25;5063.92;535.17;127.25;524.58;25193.41667;109.93
2023-05-11T08:00:00+02:00;7533.08;3986.75;5064.17;4495.67;140.50;505.75;26238.5;103.95
2023-05-11T09:00:00+02:00;7680.67;1922.08;5063.67;9508.00;936.08;497.58;26692.25;89
2023-05-11T10:00:00+02:00;7637.50;-42.67;5065.08;0.00;1724.08;473.17;26604.5;70
2023-05-11T11:00:00+02:00;7458.08;-670.50;5063.17;13494.50;1908.00;441.75;26599.08333;65.62
2023-05-11T12:00:00+02:00;7116.75;-916.25;5062.92;0.00;1954.42;429.42;26584.33333;65.01
2023-05-11T13:00:00+02:00;7047.50;-1162.33;5061.58;13981.00;1970.83;429.00;26559.16667;64.81
2023-05-11T14:00:00+02:00;7126.00;-1570.67;5060.83;13958.00;1955.00;430.83;26056.58333;64.16
2023-05-11T15:00:00+02:00;6928.08;-1802.08;5059.50;13560.25;1976.08;420.92;25479.91667;50.01
2023-05-11T16:00:00+02:00;7550.58;-2080.25;5059.58;13185.25;1937.33;419.08;25251.41667;45.21
2023-05-11T17:00:00+02:00;8344.58;-2008.92;5057.50;0.00;1880.92;419.92;25534.5;45.31
2023-05-11T18:00:00+02:00;9636.25;-1961.08;5057.25;11002.75;1850.25;424.58;25997;45.31
2023-05-11T19:00:00+02:00;11278.25;-602.92;5056.00;7506.33;1747.83;427.50;26797;69.57
2023-05-11T20:00:00+02:00;0.00;2604.75;5058.92;2780.67;1236.33;493.58;28001.16667;100.3
2023-05-11T21:00:00+02:00;10612.25;5983.17;5057.33;290.25;769.67;509.17;28631.25;112.37
2023-05-11T22:00:00+02:00;0.00;5952.92;5058.83;103.17;623.92;496.75;26664.91667;113.95
2023-05-11T23:00:00+02:00;9285.58;4755.08;5060.67;24.83;608.42;502.50;24128.66667;101.66
2023-05-12T00:00:00+02:00;8528.50;4103.67;5060.58;13.00;601.83;503.00;22877.91667;98.53
2023-05-12T01:00:00+02:00;7976.33;3402.92;5059.00;13.00;598.08;502.08;21830.75;90.55
2023-05-12T02:00:00+02:00;7435.33;2544.42;5063.08;13.00;553.08;502.92;20899.5;89.84
2023-05-12T03:00:00+02:00;7112.42;1916.58;5062.17;13.00;533.83;495.67;20527.58333;90
2023-05-12T04:00:00+02:00;6542.42;1887.25;5064.33;13.00;504.75;502.33;20477.08333;90.42
2023-05-12T05:00:00+02:00;5890.67;2526.58;5065.25;13.00;408.50;502.08;20895.91667;95.47
2023-05-12T06:00:00+02:00;5530.17;4255.92;5065.42;13.42;259.00;502.00;22919.58333;101.63
2023-05-12T07:00:00+02:00;5428.00;5478.42;5055.83;615.42;194.50;501.08;25091.33333;115.47
2023-05-12T08:00:00+02:00;5749.83;4702.58;5028.83;4602.92;211.67;505.58;26098.41667;103.04
2023-05-12T09:00:00+02:00;6490.92;1736.58;5025.42;9299.25;980.25;503.25;26061.58333;93.09
2023-05-12T10:00:00+02:00;6578.00;470.58;5026.42;11502.75;1883.42;459.92;26005.83333;72
2023-05-12T11:00:00+02:00;7128.83;-403.50;5029.83;0.00;1974.00;437.67;25836.16667;61.01
2023-05-12T12:00:00+02:00;7465.17;-1351.00;5052.08;13129.00;1987.75;435.08;26127.16667;60.61
2023-05-12T13:00:00+02:00;7840.58;-1691.75;5056.75;0.00;1971.75;431.33;26020.5;60.16
2023-05-12T14:00:00+02:00;8739.25;-2046.33;5058.42;11803.25;1913.50;406.25;25558.41667;44.99
2023-05-12T15:00:00+02:00;9033.25;-2234.67;5059.50;0.00;1793.33;392.08;25202.75;31
2023-05-12T16:00:00+02:00;9566.00;-2256.67;5058.17;0.00;1746.67;385.50;25174.41667;7.62
2023-05-12T17:00:00+02:00;0.00;-2219.92;5057.92;10128.75;1782.25;396.08;25199.5;14
2023-05-12T18:00:00+02:00;11711.25;-2037.17;5057.17;8613.50;1683.83;399.75;25200;20
2023-05-12T19:00:00+02:00;0.00;-382.92;5057.25;5730.33;1440.00;431.17;25716.41667;60.41
2023-05-12T20:00:00+02:00;0.00;2565.50;5059.67;1908.58;989.17;495.08;26498.91667;89.84
2023-05-12T21:00:00+02:00;0.00;4562.42;5060.17;151.00;700.75;507.42;27283.75;96.8
2023-05-12T22:00:00+02:00;0.00;4857.25;5061.67;71.67;614.50;502.50;25881.91667;99.81
2023-05-12T23:00:00+02:00;0.00;4071.67;5062.83;54.00;608.75;501.08;23633.58333;93
2023-05-13T00:00:00+02:00;11025.50;3215.92;5061.67;10.00;608.75;498.25;22618.08333;87.82
2023-05-13T01:00:00+02:00;0.00;3045.83;4982.58;10.00;607.83;492.50;21353.08333;85.44
2023-05-13T02:00:00+02:00;0.00;2411.33;4755.42;10.58;592.08;493.83;20361.58333;87.16
2023-05-13T03:00:00+02:00;9719.67;2024.08;4646.33;10.00;525.08;483.92;19789;78.1
2023-05-13T04:00:00+02:00;9361.92;2077.92;4624.67;10.00;495.08;483.92;19563.16667;76
2023-05-13T05:00:00+02:00;8966.42;1776.42;4616.58;10.00;366.25;483.08;19393.08333;77.7
2023-05-13T06:00:00+02:00;8944.42;2224.58;4615.67;10.42;280.25;483.00;19724;79.03
2023-05-13T07:00:00+02:00;8946.58;2511.67;4637.75;629.33;204.00;486.67;20162.33333;83.01
2023-05-13T08:00:00+02:00;8808.33;1466.67;4655.00;4930.42;202.67;441.17;21222.33333;63.6
2023-05-13T09:00:00+02:00;8491.58;-1390.33;4679.58;0.00;1046.33;391.75;22367.41667;35.75
2023-05-13T10:00:00+02:00;7609.92;-2172.83;4696.33;11966.25;1845.25;373.00;22939.08333;10
2023-05-13T11:00:00+02:00;7213.67;-2386.00;4714.75;0.00;1948.42;367.17;22775.58333;5
2023-05-13T12:00:00+02:00;6749.08;-2336.92;4743.75;0.00;1923.25;362.33;22736.66667;5
2023-05-13T13:00:00+02:00;6808.00;-2280.92;4762.08;13007.00;1832.17;352.67;22941.41667;5
2023-05-13T14:00:00+02:00;6996.92;-2253.08;4791.00;0.00;1756.83;359.75;22718;4.17
2023-05-13T15:00:00+02:00;7025.92;-2280.08;4810.42;11809.50;1781.58;360.00;21494.41667;3
2023-05-13T16:00:00+02:00;7323.00;-2329.83;4825.92;0.00;1815.58;361.83;20860.41667;2.91
2023-05-13T17:00:00+02:00;7651.42;-2073.17;4848.00;10052.25;1817.92;357.83;20775.91667;4.16
2023-05-13T18:00:00+02:00;8276.83;-1826.17;4869.67;9101.00;1760.33;362.75;21280.5;10
2023-05-13T19:00:00+02:00;9464.08;-864.75;4888.42;6875.25;1732.75;388.75;21963.5;44.99
2023-05-13T20:00:00+02:00;0.00;2108.58;4918.00;2398.17;1374.83;444.08;23022.91667;83
2023-05-13T21:00:00+02:00;9996.92;5485.00;4936.50;115.17;768.17;443.42;24413.08333;101.11
2023-05-13T22:00:00+02:00;9569.50;5660.42;4953.33;20.33;573.50;455.92;23593.08333;100.2
2023-05-13T23:00:00+02:00;9410.50;5169.83;4974.33;16.25;532.50;461.08;21847;94.81
2023-05-14T00:00:00+02:00;9211.42;3949.67;4999.67;12.00;506.50;455.83;20608.33333;77.95
2023-05-14T01:00:00+02:00;8907.33;3652.75;5021.83;9.00;506.58;461.75;19513;70.12
2023-05-14T02:00:00+02:00;8809.92;2759.75;5041.67;8.75;504.83;440.75;18631.58333;60.8
2023-05-14T03:00:00+02:00;8562.42;2011.67;5063.42;9.00;503.08;439.00;18085.41667;70.12
2023-05-14T04:00:00+02:00;8033.33;2141.25;5067.83;9.00;502.08;439.00;17809.91667;70.12
2023-05-14T05:00:00+02:00;7539.08;2182.83;5066.67;9.00;485.25;437.17;17710.66667;70.26
2023-05-14T06:00:00+02:00;7421.58;2348.25;5065.58;10.58;345.83;437.92;17998.83333;70.51
2023-05-14T07:00:00+02:00;7301.00;1762.33;5062.42;782.25;193.42;435.25;17723.5;65
2023-05-14T08:00:00+02:00;7109.17;-340.17;5063.25;5149.75;197.83;408.00;18263.58333;41
2023-05-14T09:00:00+02:00;5254.58;-1763.58;5061.00;9286.50;1189.33;362.00;19101.75;0
2023-05-14T10:00:00+02:00;4467.75;-2212.42;5060.75;10202.00;1961.50;355.58;19908.91667;0
2023-05-14T11:00:00+02:00;5794.75;-2419.17;5060.25;0.00;1963.50;351.58;20279.25;0
2023-05-14T12:00:00+02:00;6317.08;-2368.25;5063.00;0.00;1695.33;352.83;20776.08333;0
